country,cnt_per_country_and_6h,pageviews,bounce_rate,Chrome,Safari,Firefox,desktop,mobile,tablet,Macintosh,Windows,Android,iOS,Linux,anomaly_labels,anomaly_scores
India,23,72,0.565,65.217,21.739,0,52.174,43.478,4.348,13.043,39.13,26.087,4.348,4.348,1,0.086003535
India,41,121,0.439,82.927,9.756,4.878,70.732,26.829,2.439,17.073,46.341,29.268,0,7.317,1,0.086317276
India,40,112,0.5,65,17.5,7.5,57.5,42.5,0,12.5,40,35,7.5,5,1,0.117286769
India,11,24,0.545,54.545,9.091,9.091,81.818,18.182,0,9.091,45.455,18.182,0,27.273,1,0.031491335
India,22,94,0.682,72.727,9.091,18.182,77.273,22.727,0,18.182,59.091,22.727,0,0,1,0.058660965
India,31,75,0.645,70.968,16.129,9.677,90.323,9.677,0,9.677,74.194,3.226,3.226,3.226,1,0.02948935
India,38,164,0.737,71.053,15.789,7.895,68.421,31.579,0,15.789,44.737,23.684,5.263,7.895,1,0.086389967
India,15,26,0.667,46.667,26.667,6.667,73.333,26.667,0,20,53.333,13.333,6.667,0,1,0.051489773
India,53,160,0.509,81.132,7.547,9.434,86.792,13.208,0,11.321,66.038,11.321,0,7.547,1,0.064874129
India,50,119,0.62,70,16,10,82,18,0,22,54,14,2,6,1,0.08535293
India,42,107,0.595,71.429,16.667,2.381,64.286,30.952,4.762,9.524,42.857,28.571,7.143,11.905,1,0.085778991
India,14,35,0.429,85.714,14.286,0,71.429,28.571,0,28.571,35.714,28.571,0,0,1,0.07925298
India,33,84,0.606,78.788,12.121,3.03,78.788,21.212,0,27.273,45.455,18.182,3.03,3.03,1,0.108410809
India,53,178,0.377,83.019,5.66,7.547,86.792,13.208,0,11.321,69.811,11.321,1.887,3.774,1,0.027586932
India,32,90,0.656,68.75,21.875,3.125,65.625,25,9.375,15.625,46.875,25,9.375,3.125,1,0.053512268
India,9,20,0.667,66.667,22.222,0,77.778,11.111,11.111,11.111,44.444,22.222,0,22.222,-1,-0.025006912
India,35,79,0.686,77.143,17.143,2.857,77.143,22.857,0,14.286,57.143,20,2.857,5.714,1,0.106651012
India,60,104,0.667,75,16.667,5,80,20,0,13.333,66.667,16.667,3.333,0,1,0.069930051
India,30,68,0.633,63.333,26.667,3.333,63.333,36.667,0,26.667,36.667,30,3.333,0,1,0.098583146
India,7,12,0.857,100,0,0,42.857,42.857,14.286,0,42.857,57.143,0,0,-1,-0.044820317
India,26,37,0.769,88.462,3.846,7.692,69.231,30.769,0,7.692,61.538,26.923,3.846,0,1,0.079735501
India,40,122,0.6,65,20,7.5,80,20,0,25,40,15,2.5,15,1,0.084297387
India,33,76,0.515,78.788,15.152,3.03,69.697,30.303,0,18.182,45.455,27.273,3.03,3.03,1,0.118827646
India,14,43,0.643,78.571,21.429,0,78.571,21.429,0,21.429,50,21.429,0,0,1,0.09812544
India,15,37,0.6,46.667,46.667,0,73.333,26.667,0,33.333,26.667,20,6.667,13.333,1,0.009271621
India,38,104,0.632,71.053,21.053,2.632,55.263,44.737,0,13.158,36.842,42.105,0,5.263,1,0.096901552
India,36,120,0.611,86.111,2.778,2.778,63.889,36.111,0,8.333,44.444,33.333,2.778,11.111,1,0.107027539
India,14,28,0.643,57.143,14.286,14.286,57.143,42.857,0,7.143,50,35.714,7.143,0,1,0.065237893
India,21,67,0.524,61.905,19.048,4.762,76.19,19.048,4.762,28.571,33.333,19.048,4.762,14.286,1,0.044665584
India,38,138,0.632,78.947,13.158,7.895,84.211,15.789,0,26.316,57.895,15.789,0,0,1,0.080353548
India,41,83,0.634,73.171,14.634,4.878,75.61,24.39,0,17.073,56.098,21.951,2.439,2.439,1,0.104976098
India,17,46,0.529,47.059,52.941,0,52.941,47.059,0,29.412,23.529,17.647,29.412,0,-1,-0.052294192
India,21,62,0.524,66.667,28.571,4.762,80.952,19.048,0,33.333,47.619,19.048,0,0,1,0.085488571
India,28,68,0.679,75,7.143,10.714,67.857,32.143,0,3.571,53.571,28.571,3.571,7.143,1,0.11174553
India,30,89,0.5,63.333,23.333,10,60,36.667,3.333,16.667,30,30,6.667,6.667,1,0.065230073
India,12,60,0.25,83.333,16.667,0,75,25,0,0,75,8.333,16.667,0,-1,-0.011501628
India,28,55,0.643,71.429,21.429,7.143,82.143,17.857,0,21.429,53.571,17.857,0,7.143,1,0.09225068
India,47,148,0.617,80.851,6.383,10.638,89.362,10.638,0,12.766,61.702,10.638,0,14.894,1,0.047774557
India,36,151,0.528,77.778,13.889,2.778,55.556,44.444,0,11.111,38.889,38.889,2.778,5.556,1,0.103817555
India,10,16,0.5,80,10,10,80,20,0,10,70,20,0,0,1,0.062035906
India,44,87,0.727,68.182,22.727,6.818,63.636,34.091,2.273,20.455,31.818,31.818,4.545,11.364,1,0.067401081
India,61,179,0.639,72.131,14.754,4.918,81.967,18.033,0,14.754,67.213,16.393,0,0,1,0.053307267
India,88,245,0.511,82.955,5.682,4.545,88.636,11.364,0,12.5,75,9.091,0,2.273,-1,-0.011021628
India,14,35,0.643,64.286,28.571,7.143,100,0,0,35.714,50,0,0,7.143,1,0.005161774
India,33,118,0.667,63.636,6.061,12.121,81.818,18.182,0,6.061,45.455,18.182,0,21.212,1,0.066360091
India,52,102,0.577,73.077,21.154,1.923,78.846,21.154,0,28.846,46.154,19.231,1.923,3.846,1,0.097250627
India,43,108,0.512,60.465,20.93,11.628,83.721,16.279,0,25.581,58.14,16.279,0,0,1,0.076790482
India,12,22,0.583,91.667,0,0,66.667,33.333,0,8.333,50,25,0,8.333,1,0.077262178
India,37,56,0.757,64.865,24.324,5.405,67.568,32.432,0,27.027,35.135,29.73,0,5.405,1,0.087557297
India,50,125,0.66,74,18,2,84,14,2,24,58,14,2,2,1,0.070292254
India,43,77,0.628,69.767,18.605,2.326,67.442,30.233,2.326,20.93,44.186,32.558,0,2.326,1,0.090953145
India,16,38,0.688,37.5,50,6.25,68.75,31.25,0,43.75,25,25,6.25,0,-1,-0.014693373
India,28,55,0.714,78.571,10.714,0,46.429,53.571,0,10.714,35.714,50,0,0,1,0.103904998
India,56,136,0.661,62.5,30.357,1.786,73.214,25,1.786,30.357,37.5,19.643,7.143,5.357,1,0.043815643
India,40,104,0.6,72.5,25,0,70,30,0,25,42.5,27.5,0,2.5,1,0.101747779
India,22,39,0.591,63.636,31.818,4.545,68.182,31.818,0,31.818,36.364,27.273,0,0,1,0.084443338
India,50,79,0.64,74,22,2,90,10,0,28,60,6,2,2,1,0.066445899
India,81,166,0.63,44.444,46.914,6.173,87.654,12.346,0,50.617,37.037,7.407,3.704,0,-1,-0.021795042
India,53,108,0.698,69.811,26.415,0,88.679,9.434,1.887,32.075,52.83,9.434,1.887,3.774,1,0.051960284
India,14,19,0.786,71.429,28.571,0,78.571,21.429,0,28.571,42.857,14.286,0,7.143,1,0.062107203
India,38,70,0.789,57.895,34.211,2.632,92.105,7.895,0,36.842,52.632,5.263,2.632,2.632,1,0.031497702
India,80,124,0.738,51.25,45,2.5,93.75,6.25,0,42.5,48.75,5,1.25,2.5,-1,-0.012451154
India,55,103,0.709,54.545,38.182,3.636,81.818,14.545,3.636,34.545,34.545,12.727,5.455,5.455,1,0.028699978
India,13,20,0.769,46.154,46.154,7.692,92.308,7.692,0,46.154,46.154,7.692,0,0,-1,-0.032327284
India,50,110,0.62,52,38,6,80,20,0,30,38,12,8,12,1,0.043375968
India,86,181,0.744,51.163,33.721,6.977,89.535,9.302,1.163,36.047,47.674,9.302,0,5.814,-1,-0.008243867
India,50,120,0.62,64,30,6,82,18,0,28,52,14,4,2,1,0.082211578
India,18,33,0.722,88.889,0,11.111,77.778,22.222,0,0,72.222,22.222,0,0,1,0.049144884
India,51,124,0.647,70.588,27.451,1.961,88.235,11.765,0,29.412,58.824,11.765,0,0,1,0.076712058
India,110,257,0.636,56.364,34.545,3.636,88.182,9.091,2.727,33.636,50,10,1.818,3.636,-1,-0.016810516
India,61,170,0.672,55.738,29.508,3.279,78.689,21.311,0,24.59,47.541,16.393,3.279,6.557,1,0.055197068
India,15,58,0.6,60,40,0,93.333,6.667,0,40,46.667,6.667,0,6.667,1,0.034952903
India,65,153,0.662,55.385,33.846,6.154,86.154,13.846,0,40,43.077,13.846,0,1.538,1,0.042888692
India,99,162,0.707,50.505,42.424,5.051,91.919,7.071,1.01,43.434,45.455,7.071,1.01,3.03,-1,-0.028275646
India,46,86,0.717,54.348,36.957,2.174,78.261,21.739,0,34.783,43.478,17.391,2.174,2.174,1,0.077811903
India,22,39,0.591,63.636,31.818,4.545,81.818,18.182,0,31.818,50,18.182,0,0,1,0.0850795
India,59,111,0.695,55.932,30.508,6.78,77.966,22.034,0,30.508,44.068,20.339,1.695,1.695,1,0.062372222
India,103,170,0.689,48.544,46.602,0.971,87.379,12.621,0,44.66,41.748,9.709,2.913,0.971,-1,-0.005999578
India,60,111,0.683,63.333,30,1.667,75,25,0,31.667,41.667,21.667,3.333,1.667,1,0.075352894
India,18,25,0.778,44.444,50,0,83.333,16.667,0,38.889,33.333,5.556,11.111,11.111,-1,-0.034736173
India,36,67,0.583,55.556,25,8.333,69.444,25,5.556,22.222,38.889,25,5.556,8.333,1,0.046495726
India,66,125,0.667,60.606,27.273,3.03,84.848,15.152,0,27.273,53.03,12.121,0,4.545,1,0.080423835
India,67,125,0.731,61.194,25.373,5.97,71.642,28.358,0,25.373,41.791,28.358,0,4.478,1,0.067812178
India,9,23,0.778,77.778,22.222,0,77.778,22.222,0,22.222,55.556,22.222,0,0,1,0.078575393
India,80,194,0.7,41.25,51.25,3.75,80,20,0,50,25,12.5,5,5,-1,-0.055665557
India,126,212,0.786,53.175,42.063,3.968,94.444,5.556,0,46.032,46.825,3.968,1.587,1.587,-1,-0.056731503
India,74,144,0.662,59.459,35.135,4.054,77.027,22.973,0,35.135,35.135,20.27,1.351,6.757,1,0.046604686
India,22,46,0.636,59.091,31.818,9.091,59.091,40.909,0,27.273,31.818,36.364,4.545,0,1,0.071993661
India,75,215,0.64,46.667,45.333,4,86.667,13.333,0,48,33.333,12,1.333,4,-1,-0.014487835
India,109,165,0.706,45.872,48.624,2.752,94.495,5.505,0,52.294,40.367,4.587,0,2.752,-1,-0.050791181
India,70,129,0.714,58.571,38.571,1.429,81.429,18.571,0,38.571,38.571,15.714,2.857,1.429,1,0.051885118
India,15,20,0.867,53.333,46.667,0,80,20,0,46.667,33.333,20,0,0,1,0.00187774
India,75,199,0.627,68,26.667,2.667,88,12,0,28,60,10.667,0,0,1,0.050627298
India,123,239,0.707,56.911,39.024,1.626,88.618,11.382,0,39.024,46.341,8.943,0.813,3.252,-1,-0.004768029
India,77,146,0.675,62.338,28.571,6.494,83.117,14.286,2.597,27.273,46.753,15.584,1.299,7.792,1,0.037357467
India,21,33,0.571,61.905,33.333,0,85.714,14.286,0,33.333,47.619,9.524,4.762,0,1,0.070971489
India,71,150,0.789,59.155,35.211,4.225,91.549,8.451,0,38.028,52.113,8.451,0,1.408,1,0.020527741
India,103,192,0.718,49.515,46.602,2.913,89.32,9.709,0.971,47.573,39.806,8.738,1.942,1.942,-1,-0.041417534
India,68,182,0.735,64.706,26.471,4.412,79.412,20.588,0,27.941,48.529,20.588,0,2.941,1,0.050882925
India,13,38,0.615,69.231,30.769,0,84.615,15.385,0,38.462,46.154,15.385,0,0,1,0.078144612
India,46,70,0.826,58.696,34.783,2.174,82.609,15.217,2.174,43.478,34.783,17.391,0,4.348,1,0.030928751
India,110,176,0.691,51.818,41.818,2.727,86.364,11.818,1.818,42.727,43.636,12.727,0.909,0,-1,-0.017851086
India,56,93,0.75,62.5,30.357,1.786,76.786,23.214,0,32.143,42.857,21.429,0,1.786,1,0.068907621
India,17,25,0.706,47.059,52.941,0,100,0,0,52.941,47.059,0,0,0,-1,-0.066317508
India,31,66,0.613,67.742,29.032,3.226,77.419,22.581,0,29.032,48.387,22.581,0,0,1,0.095067473
India,74,123,0.662,43.243,50,1.351,85.135,14.865,0,48.649,32.432,9.459,5.405,4.054,-1,-0.00864462
India,37,123,0.703,67.568,21.622,2.703,83.784,16.216,0,27.027,54.054,16.216,0,2.703,1,0.094491069
India,14,38,0.571,57.143,35.714,7.143,78.571,21.429,0,35.714,28.571,14.286,7.143,7.143,1,0.047647198
India,23,37,0.696,47.826,47.826,4.348,73.913,26.087,0,43.478,26.087,21.739,4.348,4.348,1,0.011568266
India,55,88,0.691,43.636,45.455,1.818,87.273,12.727,0,41.818,34.545,10.909,1.818,10.909,1,0.007520804
India,27,32,0.815,66.667,25.926,7.407,81.481,14.815,3.704,25.926,55.556,14.815,3.704,0,1,0.033852679
India,9,10,0.778,66.667,22.222,0,77.778,11.111,11.111,22.222,44.444,11.111,11.111,11.111,-1,-0.034102913
India,27,53,0.704,66.667,25.926,7.407,92.593,7.407,0,29.63,59.259,7.407,0,3.704,1,0.060128697
India,81,150,0.728,50.617,44.444,1.235,82.716,16.049,1.235,48.148,33.333,14.815,2.469,1.235,-1,-0.011477837
India,47,80,0.596,65.957,27.66,2.128,85.106,12.766,2.128,34.043,46.809,12.766,2.128,2.128,1,0.066515916
India,11,11,1,45.455,54.545,0,90.909,0,9.091,45.455,45.455,0,9.091,0,-1,-0.129923793
India,46,93,0.63,50,39.13,0,86.957,13.043,0,34.783,39.13,10.87,2.174,10.87,1,0.049551931
India,95,140,0.737,56.842,38.947,2.105,83.158,16.842,0,37.895,41.053,14.737,2.105,3.158,1,0.026126657
India,52,107,0.712,50,44.231,1.923,75,25,0,42.308,30.769,19.231,3.846,0,1,0.019818555
India,11,23,0.636,63.636,36.364,0,90.909,9.091,0,27.273,63.636,0,9.091,0,1,0.016903214
India,43,79,0.605,62.791,32.558,0,83.721,13.953,2.326,27.907,46.512,13.953,2.326,6.977,1,0.063769173
India,99,240,0.606,50.505,44.444,3.03,93.939,5.051,1.01,49.495,42.424,3.03,1.01,1.01,-1,-0.061976864
India,64,112,0.734,56.25,34.375,3.125,78.125,20.312,1.562,32.812,42.188,17.188,3.125,1.562,1,0.04631504
India,20,100,0.55,60,30,5,85,15,0,25,50,10,5,10,1,0.061346563
India,57,89,0.754,61.404,29.825,5.263,78.947,21.053,0,31.579,43.86,17.544,1.754,3.509,1,0.072794256
India,112,180,0.732,53.571,37.5,5.357,90.179,8.929,0.893,35.714,50.893,6.25,2.679,3.571,-1,-0.015739067
India,54,128,0.63,50,42.593,1.852,75.926,24.074,0,42.593,31.481,16.667,5.556,1.852,1,0.014474802
India,10,16,0.8,70,30,0,80,20,0,30,30,20,0,0,1,0.053967772
India,71,148,0.676,64.789,29.577,1.408,80.282,19.718,0,30.986,47.887,18.31,1.408,1.408,1,0.0636067
India,92,140,0.761,52.174,41.304,3.261,92.391,6.522,1.087,43.478,42.391,5.435,2.174,6.522,-1,-0.031273362
India,54,94,0.778,64.815,29.63,0,72.222,24.074,3.704,24.074,42.593,20.37,7.407,3.704,1,0.051663979
India,12,22,0.667,66.667,25,0,83.333,16.667,0,25,58.333,16.667,0,0,1,0.077995217
India,47,73,0.723,55.319,38.298,4.255,76.596,23.404,0,38.298,38.298,21.277,2.128,0,1,0.053853071
India,84,146,0.762,45.238,46.429,4.762,85.714,13.095,1.19,42.857,40.476,11.905,2.381,2.381,-1,-0.019392276
India,62,97,0.645,51.613,38.71,3.226,85.484,14.516,0,38.71,41.935,11.29,1.613,4.839,1,0.048910526
India,21,66,0.571,76.19,14.286,4.762,57.143,42.857,0,14.286,38.095,42.857,0,4.762,1,0.112985003
India,25,32,0.8,40,40,12,80,20,0,48,28,16,0,4,-1,-0.020644155
India,79,200,0.62,73.418,21.519,3.797,79.747,20.253,0,18.987,60.759,15.19,2.532,0,1,0.049442432
India,56,115,0.679,60.714,35.714,0,66.071,28.571,5.357,28.571,35.714,19.643,10.714,1.786,1,0.028969406
India,18,39,0.5,55.556,44.444,0,66.667,33.333,0,38.889,27.778,27.778,5.556,0,1,0.0215078
India,57,84,0.754,54.386,43.86,0,84.211,15.789,0,42.105,38.596,12.281,3.509,3.509,1,0.014226065
India,118,184,0.746,51.695,44.915,0.847,88.983,11.017,0,46.61,40.678,9.322,0.847,0.847,-1,-0.035434974
India,47,86,0.66,57.447,40.426,2.128,80.851,19.149,0,38.298,42.553,17.021,2.128,0,1,0.061960925
India,16,37,0.5,81.25,12.5,6.25,87.5,12.5,0,12.5,62.5,12.5,0,0,1,0.083771573
India,72,110,0.75,51.389,37.5,5.556,81.944,15.278,2.778,36.111,40.278,15.278,2.778,4.167,1,0.015185731
India,114,170,0.746,57.895,38.596,1.754,89.474,10.526,0,40.351,44.737,9.649,0,1.754,1,0.008652876
India,59,115,0.746,54.237,33.898,8.475,89.831,10.169,0,37.288,49.153,6.78,1.695,3.39,1,0.029413924
India,17,29,0.824,52.941,41.176,5.882,82.353,17.647,0,41.176,41.176,17.647,0,0,1,0.02002618
India,51,101,0.784,52.941,37.255,9.804,88.235,11.765,0,47.059,41.176,11.765,0,0,-1,-0.002402401
India,104,170,0.721,51.923,43.269,3.846,91.346,8.654,0,44.231,45.192,7.692,0.962,0.962,-1,-0.010732871
India,55,107,0.655,52.727,40,0,83.636,14.545,1.818,40,38.182,10.909,3.636,5.455,1,0.024366646
India,13,38,0.385,69.231,30.769,0,84.615,15.385,0,30.769,46.154,15.385,0,7.692,1,0.07362477
India,54,77,0.722,48.148,51.852,0,92.593,7.407,0,55.556,35.185,5.556,1.852,1.852,-1,-0.035815076
India,89,157,0.719,49.438,46.067,2.247,92.135,7.865,0,47.191,42.697,7.865,0,2.247,-1,-0.022403626
India,57,87,0.719,56.14,33.333,3.509,68.421,31.579,0,40.351,26.316,31.579,0,1.754,1,0.034964898
India,16,21,0.688,75,25,0,87.5,12.5,0,18.75,68.75,6.25,6.25,0,1,0.04963277
India,53,102,0.472,58.491,33.962,0,84.906,15.094,0,39.623,39.623,13.208,0,5.66,1,0.062992151
India,92,222,0.359,50,45.652,4.348,94.565,5.435,0,48.913,39.13,5.435,0,4.348,-1,-0.053721325
India,61,160,0.377,54.098,39.344,3.279,80.328,19.672,0,34.426,45.902,14.754,4.918,0,1,0.026589264
India,16,46,0.313,56.25,31.25,0,75,25,0,37.5,37.5,25,0,0,1,0.064205907
India,50,127,0.48,64,30,4,84,16,0,30,48,12,4,6,1,0.07864228
India,77,165,0.338,62.338,33.766,3.896,88.312,10.39,1.299,33.766,53.247,10.39,1.299,1.299,1,0.014872616
India,48,134,0.375,70.833,22.917,4.167,79.167,20.833,0,22.917,45.833,20.833,0,8.333,1,0.077492083
India,13,23,0.385,61.538,23.077,7.692,76.923,23.077,0,23.077,53.846,23.077,0,0,1,0.078861921
India,37,89,0.432,70.27,24.324,0,70.27,29.73,0,27.027,43.243,27.027,2.703,0,1,0.098707837
India,71,186,0.437,73.239,19.718,7.042,91.549,8.451,0,19.718,69.014,8.451,0,1.408,1,0.024657742
India,42,129,0.31,69.048,21.429,2.381,73.81,26.19,0,26.19,42.857,26.19,0,4.762,1,0.083751221
India,12,23,0.25,33.333,66.667,0,91.667,8.333,0,66.667,25,8.333,0,0,-1,-0.064875813
India,32,75,0.5,65.625,34.375,0,75,25,0,34.375,34.375,25,0,6.25,1,0.088822653
India,111,242,0.45,58.559,33.333,5.405,88.288,11.712,0,36.937,47.748,9.91,0.901,1.802,1,0.009541838
India,61,147,0.344,57.377,36.066,3.279,86.885,13.115,0,36.066,47.541,13.115,0,3.279,1,0.0393722
India,13,32,0.154,53.846,30.769,7.692,84.615,15.385,0,38.462,46.154,15.385,0,0,1,0.016032474
India,55,173,0.418,61.818,29.091,3.636,85.455,14.545,0,30.909,52.727,12.727,0,3.636,1,0.060941756
India,110,237,0.345,62.727,32.727,1.818,95.455,4.545,0,43.636,46.364,2.727,1.818,4.545,-1,-0.047233585
India,69,216,0.29,75.362,20.29,1.449,86.957,13.043,0,28.986,55.072,11.594,0,2.899,1,0.027207054
India,11,17,0.545,72.727,27.273,0,90.909,9.091,0,27.273,63.636,9.091,0,0,1,0.059259079
India,51,110,0.353,68.627,29.412,1.961,86.275,11.765,1.961,27.451,56.863,9.804,3.922,0,1,0.042355677
India,86,193,0.349,63.953,31.395,3.488,93.023,6.977,0,32.558,59.302,6.977,0,1.163,1,0.002070077
India,54,137,0.222,64.815,29.63,3.704,77.778,18.519,3.704,27.778,48.148,16.667,5.556,1.852,1,0.013249729
India,18,38,0.389,83.333,11.111,0,83.333,11.111,5.556,5.556,77.778,11.111,5.556,0,-1,-0.004666855
India,54,123,0.278,57.407,38.889,3.704,92.593,7.407,0,42.593,44.444,5.556,1.852,3.704,1,0.00390289
India,107,244,0.383,63.551,28.972,6.542,92.523,7.477,0,31.776,57.944,6.542,0.935,2.804,-1,-0.010079903
India,50,103,0.32,48,46,4,64,36,0,38,26,24,10,0,-1,-0.018601264
India,20,72,0.3,50,35,5,70,30,0,35,35,30,0,0,1,0.054224778
India,44,111,0.318,54.545,43.182,2.273,90.909,9.091,0,43.182,43.182,6.818,2.273,0,1,0.01024562
India,101,194,0.307,55.446,38.614,3.96,92.079,7.921,0,41.584,50.495,7.921,0,0,-1,-0.019292168
India,49,155,0.306,71.429,24.49,4.082,83.673,14.286,2.041,22.449,61.224,8.163,4.082,0,1,0.026844252
India,16,28,0.688,68.75,25,6.25,62.5,37.5,0,37.5,18.75,37.5,0,0,1,0.053156119
India,44,106,0.386,52.273,40.909,2.273,84.091,15.909,0,38.636,40.909,13.636,2.273,2.273,1,0.04345268
India,80,179,0.388,70,22.5,2.5,88.75,10,1.25,23.75,62.5,11.25,0,1.25,1,0.011851215
India,57,104,0.526,64.912,21.053,12.281,75.439,24.561,0,19.298,54.386,22.807,1.754,1.754,1,0.071396469
India,15,24,0.533,73.333,20,0,46.667,53.333,0,20,26.667,53.333,0,0,1,0.072896867
India,28,55,0.536,46.429,42.857,0,71.429,28.571,0,39.286,28.571,25,0,3.571,1,0.03970446
India,45,89,0.467,68.889,31.111,0,84.444,15.556,0,31.111,53.333,15.556,0,0,1,0.086780022
India,61,143,0.393,59.016,36.066,1.639,73.77,24.59,1.639,39.344,34.426,24.59,0,1.639,1,0.008791036
India,14,26,0.214,57.143,42.857,0,71.429,28.571,0,35.714,35.714,21.429,7.143,0,1,0.024789617
India,44,92,0.25,47.727,50,2.273,81.818,18.182,0,56.818,25,18.182,0,0,-1,-0.031610803
India,90,183,0.267,63.333,33.333,2.222,91.111,8.889,0,32.222,56.667,7.778,1.111,2.222,-1,-0.003409738
India,56,132,0.429,73.214,23.214,0,75,25,0,25,48.214,19.643,5.357,1.786,1,0.076692202
India,21,55,0.286,80.952,19.048,0,66.667,33.333,0,23.81,42.857,28.571,4.762,0,1,0.076267832
India,61,175,0.279,45.902,49.18,1.639,90.164,9.836,0,50.82,36.066,6.557,1.639,3.279,-1,-0.043717164
India,109,256,0.339,48.624,45.872,5.505,90.826,9.174,0,44.954,41.284,7.339,1.835,4.587,-1,-0.046674992
India,68,167,0.382,64.706,26.471,4.412,80.882,19.118,0,29.412,50,16.176,1.471,1.471,1,0.062894319
India,13,50,0.385,53.846,46.154,0,76.923,23.077,0,53.846,23.077,15.385,7.692,0,-1,-0.020764256
India,61,143,0.311,65.574,32.787,0,86.885,13.115,0,36.066,49.18,13.115,0,0,1,0.043356905
India,80,187,0.313,38.75,50,8.75,83.75,15,1.25,46.25,35,12.5,3.75,2.5,-1,-0.05937754
India,54,116,0.333,61.111,29.63,3.704,85.185,14.815,0,37.037,44.444,12.963,0,5.556,1,0.0560786
India,18,36,0.5,50,50,0,77.778,22.222,0,44.444,33.333,16.667,5.556,0,1,0.012678658
India,46,79,0.37,52.174,39.13,4.348,91.304,8.696,0,39.13,47.826,8.696,0,4.348,1,0.032629892
India,92,247,0.348,51.087,41.304,3.261,91.304,8.696,0,44.565,44.565,7.609,1.087,2.174,-1,-0.024139674
India,53,209,0.396,69.811,24.528,1.887,84.906,11.321,3.774,24.528,54.717,11.321,3.774,5.66,1,0.012584298
India,14,19,0.643,50,42.857,0,78.571,21.429,0,42.857,35.714,21.429,0,0,1,0.031766685
India,47,112,0.298,70.213,19.149,10.638,85.106,12.766,2.128,21.277,59.574,12.766,2.128,4.255,1,0.030083541
India,112,267,0.384,65.179,33.036,1.786,87.5,12.5,0,36.607,49.107,11.607,0,0.893,1,0.002913431
India,57,130,0.509,75.439,19.298,0,78.947,19.298,1.754,24.561,49.123,17.544,1.754,7.018,1,0.072671012
India,10,19,0.3,60,40,0,80,20,0,30,40,20,0,10,1,0.041403051
India,31,58,0.452,67.742,29.032,0,80.645,16.129,3.226,35.484,45.161,19.355,0,0,1,0.053396943
India,80,185,0.3,65,27.5,3.75,82.5,17.5,0,23.75,51.25,15,1.25,7.5,1,0.035340142
India,56,176,0.375,75,14.286,10.714,69.643,30.357,0,12.5,51.786,25,5.357,5.357,1,0.068225817
India,19,31,0.526,68.421,26.316,5.263,57.895,42.105,0,21.053,36.842,31.579,10.526,0,1,0.084657501
India,26,59,0.615,69.231,30.769,0,53.846,46.154,0,23.077,26.923,42.308,3.846,3.846,1,0.082088239
India,61,111,0.508,59.016,31.148,4.918,83.607,16.393,0,31.148,52.459,11.475,3.279,1.639,1,0.069687532
India,61,136,0.311,52.459,29.508,11.475,85.246,13.115,1.639,34.426,49.18,9.836,3.279,1.639,1,0.002993368
India,13,27,0.385,84.615,15.385,0,76.923,23.077,0,23.077,53.846,23.077,0,0,1,0.078598806
India,38,131,0.421,57.895,36.842,5.263,92.105,2.632,5.263,47.368,42.105,2.632,5.263,0,-1,-0.042508688
India,99,248,0.253,47.475,43.434,7.071,96.97,3.03,0,49.495,45.455,2.02,1.01,2.02,-1,-0.092303142
India,55,163,0.382,61.818,32.727,5.455,72.727,21.818,5.455,32.727,40,20,7.273,0,1,0.012888441
India,8,23,0.125,87.5,12.5,0,87.5,12.5,0,25,62.5,12.5,0,0,1,0.022274616
India,49,134,0.347,46.939,48.98,2.041,89.796,10.204,0,44.898,38.776,2.041,6.122,6.122,-1,-0.044518427
India,94,192,0.351,55.319,40.426,4.255,91.489,8.511,0,39.362,47.872,6.383,2.128,3.191,-1,-0.006510521
India,68,162,0.5,73.529,20.588,1.471,73.529,25,1.471,27.941,45.588,23.529,1.471,0,1,0.049051005
India,18,63,0.389,72.222,22.222,0,77.778,22.222,0,16.667,38.889,16.667,5.556,16.667,1,0.05439366
India,43,164,0.302,53.488,34.884,2.326,86.047,13.953,0,41.86,39.535,9.302,2.326,4.651,1,0.026138067
India,88,281,0.284,55.682,42.045,0,92.045,7.955,0,46.591,44.318,7.955,0,1.136,-1,-0.04331285
India,69,186,0.435,68.116,27.536,2.899,81.159,17.391,1.449,27.536,47.826,14.493,4.348,5.797,1,0.041409013
India,19,36,0.474,73.684,21.053,5.263,68.421,26.316,5.263,21.053,47.368,26.316,5.263,0,1,0.068842514
India,60,107,0.467,73.333,21.667,3.333,88.333,11.667,0,30,58.333,10,1.667,0,1,0.064411446
India,92,232,0.304,59.783,34.783,2.174,91.304,8.696,0,35.87,53.261,6.522,1.087,2.174,-1,-0.013689043
India,74,177,0.5,64.865,27.027,2.703,79.73,18.919,1.351,29.73,50,18.919,1.351,0,1,0.039882322
India,14,28,0.214,50,28.571,7.143,85.714,14.286,0,28.571,42.857,14.286,0,14.286,1,0.016529175
India,58,112,0.379,63.793,36.207,0,91.379,8.621,0,36.207,48.276,6.897,1.724,3.448,1,0.046481208
India,71,175,0.352,57.746,36.62,2.817,94.366,4.225,1.408,36.62,56.338,2.817,2.817,1.408,-1,-0.018905811
India,44,120,0.568,63.636,29.545,2.273,61.364,36.364,2.273,20.455,40.909,29.545,6.818,2.273,1,0.082870148
India,15,42,0.2,66.667,33.333,0,73.333,20,6.667,26.667,40,20,6.667,6.667,1,0.012330852
